selected model:  Density
Training time: 0.0 minutes.
selected model:  DTW
paramIndex: 8622146
cur(0), end(893), percent[0.0%], dist(0.36)
cur(43), end(893), percent[4.82%], dist(0.36)
cur(44), end(893), percent[4.93%], dist(0.36)
cur(45), end(893), percent[5.04%], dist(0.36)
cur(46), end(893), percent[5.15%], dist(0.36)
cur(47), end(893), percent[5.26%], dist(0.36)
cur(48), end(893), percent[5.38%], dist(0.36)
cur(49), end(893), percent[5.49%], dist(0.37)
cur(50), end(893), percent[5.6%], dist(0.37)
cur(51), end(893), percent[5.71%], dist(0.37)
cur(52), end(893), percent[5.82%], dist(0.37)
cur(53), end(893), percent[5.94%], dist(0.37)
cur(54), end(893), percent[6.05%], dist(0.37)
cur(55), end(893), percent[6.16%], dist(0.37)
cur(56), end(893), percent[6.27%], dist(0.37)
cur(57), end(893), percent[6.38%], dist(0.37)
cur(58), end(893), percent[6.49%], dist(0.37)
cur(59), end(893), percent[6.61%], dist(0.37)
cur(60), end(893), percent[6.72%], dist(0.37)
cur(61), end(893), percent[6.83%], dist(0.37)
cur(62), end(893), percent[6.94%], dist(0.37)
cur(63), end(893), percent[7.05%], dist(0.37)
cur(64), end(893), percent[7.17%], dist(0.37)
cur(65), end(893), percent[7.28%], dist(0.37)
cur(66), end(893), percent[7.39%], dist(0.37)
cur(67), end(893), percent[7.5%], dist(0.37)
cur(68), end(893), percent[7.61%], dist(0.37)
cur(69), end(893), percent[7.73%], dist(0.37)
cur(70), end(893), percent[7.84%], dist(0.37)
cur(71), end(893), percent[7.95%], dist(0.37)
cur(72), end(893), percent[8.06%], dist(0.37)
cur(73), end(893), percent[8.17%], dist(0.37)
cur(74), end(893), percent[8.29%], dist(0.37)
cur(75), end(893), percent[8.4%], dist(0.37)
cur(76), end(893), percent[8.51%], dist(0.37)
cur(77), end(893), percent[8.62%], dist(0.37)
cur(78), end(893), percent[8.73%], dist(0.37)
cur(79), end(893), percent[8.85%], dist(0.37)
cur(80), end(893), percent[8.96%], dist(0.37)
cur(81), end(893), percent[9.07%], dist(0.37)
cur(82), end(893), percent[9.18%], dist(0.37)
cur(83), end(893), percent[9.29%], dist(0.37)
cur(84), end(893), percent[9.41%], dist(0.37)
cur(85), end(893), percent[9.52%], dist(0.37)
cur(86), end(893), percent[9.63%], dist(0.37)
cur(87), end(893), percent[9.74%], dist(0.37)
cur(88), end(893), percent[9.85%], dist(0.37)
cur(89), end(893), percent[9.97%], dist(0.37)
cur(90), end(893), percent[10.08%], dist(0.37)
cur(91), end(893), percent[10.19%], dist(0.37)
cur(92), end(893), percent[10.3%], dist(0.37)
cur(93), end(893), percent[10.41%], dist(0.37)
cur(94), end(893), percent[10.53%], dist(0.37)
cur(95), end(893), percent[10.64%], dist(0.37)
cur(96), end(893), percent[10.75%], dist(0.37)
cur(97), end(893), percent[10.86%], dist(0.37)
cur(98), end(893), percent[10.97%], dist(0.37)
cur(99), end(893), percent[11.09%], dist(0.37)
cur(100), end(893), percent[11.2%], dist(0.37)
cur(101), end(893), percent[11.31%], dist(0.37)
cur(102), end(893), percent[11.42%], dist(0.37)
cur(103), end(893), percent[11.53%], dist(0.37)
cur(104), end(893), percent[11.65%], dist(0.37)
cur(105), end(893), percent[11.76%], dist(0.37)
cur(106), end(893), percent[11.87%], dist(0.37)
cur(107), end(893), percent[11.98%], dist(0.37)
cur(108), end(893), percent[12.09%], dist(0.37)
cur(109), end(893), percent[12.21%], dist(0.37)
cur(110), end(893), percent[12.32%], dist(0.37)
cur(111), end(893), percent[12.43%], dist(0.37)
cur(112), end(893), percent[12.54%], dist(0.37)
cur(113), end(893), percent[12.65%], dist(0.37)
cur(114), end(893), percent[12.77%], dist(0.37)
cur(115), end(893), percent[12.88%], dist(0.37)
cur(116), end(893), percent[12.99%], dist(0.37)
cur(117), end(893), percent[13.1%], dist(0.37)
cur(118), end(893), percent[13.21%], dist(0.37)
cur(119), end(893), percent[13.33%], dist(0.37)
cur(120), end(893), percent[13.44%], dist(0.37)
cur(121), end(893), percent[13.55%], dist(0.37)
cur(122), end(893), percent[13.66%], dist(0.37)
cur(123), end(893), percent[13.77%], dist(0.37)
cur(124), end(893), percent[13.89%], dist(0.37)
cur(125), end(893), percent[14.0%], dist(0.37)
cur(126), end(893), percent[14.11%], dist(0.37)
cur(127), end(893), percent[14.22%], dist(0.37)
cur(128), end(893), percent[14.33%], dist(0.37)
cur(129), end(893), percent[14.45%], dist(0.37)
cur(130), end(893), percent[14.56%], dist(0.37)
cur(131), end(893), percent[14.67%], dist(0.37)
cur(132), end(893), percent[14.78%], dist(0.37)
cur(133), end(893), percent[14.89%], dist(0.37)
cur(134), end(893), percent[15.01%], dist(0.37)
cur(135), end(893), percent[15.12%], dist(0.37)
cur(136), end(893), percent[15.23%], dist(0.37)
cur(137), end(893), percent[15.34%], dist(0.37)
cur(138), end(893), percent[15.45%], dist(0.37)
cur(139), end(893), percent[15.57%], dist(0.37)
cur(140), end(893), percent[15.68%], dist(0.37)
cur(141), end(893), percent[15.79%], dist(0.37)
cur(142), end(893), percent[15.9%], dist(0.37)
cur(143), end(893), percent[16.01%], dist(0.37)
cur(144), end(893), percent[16.13%], dist(0.37)
cur(145), end(893), percent[16.24%], dist(0.37)
cur(146), end(893), percent[16.35%], dist(0.37)
cur(147), end(893), percent[16.46%], dist(0.37)
cur(148), end(893), percent[16.57%], dist(0.37)
cur(149), end(893), percent[16.69%], dist(0.37)
cur(150), end(893), percent[16.8%], dist(0.37)
cur(151), end(893), percent[16.91%], dist(0.37)
cur(152), end(893), percent[17.02%], dist(0.37)
cur(153), end(893), percent[17.13%], dist(0.37)
cur(154), end(893), percent[17.25%], dist(0.37)
cur(155), end(893), percent[17.36%], dist(0.37)
cur(156), end(893), percent[17.47%], dist(0.37)
cur(157), end(893), percent[17.58%], dist(0.37)
cur(158), end(893), percent[17.69%], dist(0.37)
cur(159), end(893), percent[17.81%], dist(0.37)
cur(160), end(893), percent[17.92%], dist(0.37)
cur(161), end(893), percent[18.03%], dist(0.37)
cur(162), end(893), percent[18.14%], dist(0.37)
cur(163), end(893), percent[18.25%], dist(0.37)
cur(164), end(893), percent[18.37%], dist(0.37)
cur(165), end(893), percent[18.48%], dist(0.37)
cur(166), end(893), percent[18.59%], dist(0.37)
cur(167), end(893), percent[18.7%], dist(0.37)
cur(168), end(893), percent[18.81%], dist(0.37)
cur(169), end(893), percent[18.92%], dist(0.37)
cur(170), end(893), percent[19.04%], dist(0.37)
cur(171), end(893), percent[19.15%], dist(0.37)
cur(172), end(893), percent[19.26%], dist(0.37)
cur(173), end(893), percent[19.37%], dist(0.37)
cur(174), end(893), percent[19.48%], dist(0.37)
cur(175), end(893), percent[19.6%], dist(0.37)
cur(176), end(893), percent[19.71%], dist(0.37)
cur(177), end(893), percent[19.82%], dist(0.37)
cur(178), end(893), percent[19.93%], dist(0.37)
cur(179), end(893), percent[20.04%], dist(0.37)
cur(180), end(893), percent[20.16%], dist(0.37)
cur(181), end(893), percent[20.27%], dist(0.37)
cur(182), end(893), percent[20.38%], dist(0.37)
cur(183), end(893), percent[20.49%], dist(0.37)
cur(184), end(893), percent[20.6%], dist(0.37)
cur(185), end(893), percent[20.72%], dist(0.37)
cur(186), end(893), percent[20.83%], dist(0.37)
cur(187), end(893), percent[20.94%], dist(0.37)
cur(188), end(893), percent[21.05%], dist(0.37)
cur(189), end(893), percent[21.16%], dist(0.37)
cur(190), end(893), percent[21.28%], dist(0.37)
cur(191), end(893), percent[21.39%], dist(0.37)
cur(192), end(893), percent[21.5%], dist(0.37)
cur(193), end(893), percent[21.61%], dist(0.37)
cur(194), end(893), percent[21.72%], dist(0.37)
cur(195), end(893), percent[21.84%], dist(0.37)
cur(196), end(893), percent[21.95%], dist(0.37)
cur(197), end(893), percent[22.06%], dist(0.37)
cur(198), end(893), percent[22.17%], dist(0.37)
cur(199), end(893), percent[22.28%], dist(0.37)
cur(200), end(893), percent[22.4%], dist(0.37)
cur(201), end(893), percent[22.51%], dist(0.37)
cur(202), end(893), percent[22.62%], dist(0.37)
cur(203), end(893), percent[22.73%], dist(0.37)
cur(204), end(893), percent[22.84%], dist(0.37)
cur(205), end(893), percent[22.96%], dist(0.37)
cur(206), end(893), percent[23.07%], dist(0.37)
cur(207), end(893), percent[23.18%], dist(0.37)
cur(208), end(893), percent[23.29%], dist(0.37)
cur(209), end(893), percent[23.4%], dist(0.37)
cur(210), end(893), percent[23.52%], dist(0.37)
cur(211), end(893), percent[23.63%], dist(0.37)
cur(212), end(893), percent[23.74%], dist(0.37)
cur(213), end(893), percent[23.85%], dist(0.37)
cur(214), end(893), percent[23.96%], dist(0.37)
cur(215), end(893), percent[24.08%], dist(0.37)
cur(216), end(893), percent[24.19%], dist(0.37)
cur(217), end(893), percent[24.3%], dist(0.37)
cur(218), end(893), percent[24.41%], dist(0.37)
cur(219), end(893), percent[24.52%], dist(0.37)
cur(220), end(893), percent[24.64%], dist(0.37)
cur(221), end(893), percent[24.75%], dist(0.37)
cur(222), end(893), percent[24.86%], dist(0.37)
cur(223), end(893), percent[24.97%], dist(0.37)
cur(224), end(893), percent[25.08%], dist(0.37)
cur(225), end(893), percent[25.2%], dist(0.37)
cur(226), end(893), percent[25.31%], dist(0.37)
cur(227), end(893), percent[25.42%], dist(0.37)
cur(228), end(893), percent[25.53%], dist(0.37)
cur(229), end(893), percent[25.64%], dist(0.37)
cur(230), end(893), percent[25.76%], dist(0.37)
cur(231), end(893), percent[25.87%], dist(0.37)
cur(232), end(893), percent[25.98%], dist(0.37)
cur(233), end(893), percent[26.09%], dist(0.37)
cur(234), end(893), percent[26.2%], dist(0.37)
cur(235), end(893), percent[26.32%], dist(0.37)
cur(236), end(893), percent[26.43%], dist(0.37)
cur(237), end(893), percent[26.54%], dist(0.37)
cur(238), end(893), percent[26.65%], dist(0.37)
cur(239), end(893), percent[26.76%], dist(0.37)
cur(240), end(893), percent[26.88%], dist(0.37)
cur(241), end(893), percent[26.99%], dist(0.37)
cur(242), end(893), percent[27.1%], dist(0.37)
cur(243), end(893), percent[27.21%], dist(0.37)
cur(244), end(893), percent[27.32%], dist(0.37)
cur(245), end(893), percent[27.44%], dist(0.37)
cur(246), end(893), percent[27.55%], dist(0.37)
cur(247), end(893), percent[27.66%], dist(0.37)
cur(248), end(893), percent[27.77%], dist(0.37)
cur(249), end(893), percent[27.88%], dist(0.37)
cur(250), end(893), percent[28.0%], dist(0.37)
cur(251), end(893), percent[28.11%], dist(0.37)
cur(252), end(893), percent[28.22%], dist(0.37)
cur(253), end(893), percent[28.33%], dist(0.37)
cur(254), end(893), percent[28.44%], dist(0.37)
cur(255), end(893), percent[28.56%], dist(0.37)
cur(256), end(893), percent[28.67%], dist(0.37)
cur(257), end(893), percent[28.78%], dist(0.37)
cur(258), end(893), percent[28.89%], dist(0.37)
cur(259), end(893), percent[29.0%], dist(0.37)
cur(260), end(893), percent[29.12%], dist(0.37)
cur(261), end(893), percent[29.23%], dist(0.37)
cur(262), end(893), percent[29.34%], dist(0.37)
cur(263), end(893), percent[29.45%], dist(0.37)
cur(264), end(893), percent[29.56%], dist(0.37)
cur(265), end(893), percent[29.68%], dist(0.37)
cur(266), end(893), percent[29.79%], dist(0.37)
cur(267), end(893), percent[29.9%], dist(0.37)
cur(268), end(893), percent[30.01%], dist(0.37)
cur(269), end(893), percent[30.12%], dist(0.37)
cur(270), end(893), percent[30.24%], dist(0.37)
cur(271), end(893), percent[30.35%], dist(0.37)
cur(272), end(893), percent[30.46%], dist(0.37)
cur(273), end(893), percent[30.57%], dist(0.37)
cur(274), end(893), percent[30.68%], dist(0.37)
cur(275), end(893), percent[30.8%], dist(0.37)
cur(276), end(893), percent[30.91%], dist(0.37)
cur(277), end(893), percent[31.02%], dist(0.37)
cur(278), end(893), percent[31.13%], dist(0.37)
cur(279), end(893), percent[31.24%], dist(0.37)
cur(280), end(893), percent[31.35%], dist(0.37)
cur(281), end(893), percent[31.47%], dist(0.37)
cur(282), end(893), percent[31.58%], dist(0.37)
cur(283), end(893), percent[31.69%], dist(0.37)
cur(284), end(893), percent[31.8%], dist(0.37)
cur(285), end(893), percent[31.91%], dist(0.37)
cur(286), end(893), percent[32.03%], dist(0.37)
cur(287), end(893), percent[32.14%], dist(0.37)
cur(288), end(893), percent[32.25%], dist(0.37)
cur(289), end(893), percent[32.36%], dist(0.37)
cur(290), end(893), percent[32.47%], dist(0.37)
cur(291), end(893), percent[32.59%], dist(0.37)
cur(292), end(893), percent[32.7%], dist(0.37)
cur(293), end(893), percent[32.81%], dist(0.37)
cur(294), end(893), percent[32.92%], dist(0.37)
cur(295), end(893), percent[33.03%], dist(0.37)
cur(296), end(893), percent[33.15%], dist(0.37)
cur(297), end(893), percent[33.26%], dist(0.37)
cur(298), end(893), percent[33.37%], dist(0.37)
cur(299), end(893), percent[33.48%], dist(0.37)
cur(300), end(893), percent[33.59%], dist(0.37)
cur(301), end(893), percent[33.71%], dist(0.37)
cur(302), end(893), percent[33.82%], dist(0.37)
cur(303), end(893), percent[33.93%], dist(0.37)
cur(304), end(893), percent[34.04%], dist(0.37)
cur(305), end(893), percent[34.15%], dist(0.37)
cur(306), end(893), percent[34.27%], dist(0.37)
cur(307), end(893), percent[34.38%], dist(0.37)
cur(308), end(893), percent[34.49%], dist(0.37)
cur(309), end(893), percent[34.6%], dist(0.37)
cur(310), end(893), percent[34.71%], dist(0.37)
cur(311), end(893), percent[34.83%], dist(0.37)
cur(312), end(893), percent[34.94%], dist(0.37)
cur(313), end(893), percent[35.05%], dist(0.37)
cur(314), end(893), percent[35.16%], dist(0.37)
cur(315), end(893), percent[35.27%], dist(0.37)
cur(316), end(893), percent[35.39%], dist(0.37)
cur(317), end(893), percent[35.5%], dist(0.37)
cur(318), end(893), percent[35.61%], dist(0.37)
cur(319), end(893), percent[35.72%], dist(0.37)
cur(320), end(893), percent[35.83%], dist(0.37)
cur(321), end(893), percent[35.95%], dist(0.37)
cur(322), end(893), percent[36.06%], dist(0.37)
cur(323), end(893), percent[36.17%], dist(0.37)
cur(324), end(893), percent[36.28%], dist(0.37)
cur(325), end(893), percent[36.39%], dist(0.37)
cur(326), end(893), percent[36.51%], dist(0.37)
cur(327), end(893), percent[36.62%], dist(0.37)
cur(328), end(893), percent[36.73%], dist(0.37)
cur(329), end(893), percent[36.84%], dist(0.37)
cur(330), end(893), percent[36.95%], dist(0.37)
cur(331), end(893), percent[37.07%], dist(0.37)
cur(332), end(893), percent[37.18%], dist(0.37)
cur(333), end(893), percent[37.29%], dist(0.37)
cur(334), end(893), percent[37.4%], dist(0.37)
cur(335), end(893), percent[37.51%], dist(0.37)
cur(336), end(893), percent[37.63%], dist(0.37)
cur(337), end(893), percent[37.74%], dist(0.37)
cur(338), end(893), percent[37.85%], dist(0.37)
cur(339), end(893), percent[37.96%], dist(0.37)
cur(340), end(893), percent[38.07%], dist(0.37)
cur(341), end(893), percent[38.19%], dist(0.37)
cur(342), end(893), percent[38.3%], dist(0.37)
cur(343), end(893), percent[38.41%], dist(0.37)
cur(344), end(893), percent[38.52%], dist(0.37)
cur(345), end(893), percent[38.63%], dist(0.37)
cur(346), end(893), percent[38.75%], dist(0.37)
cur(347), end(893), percent[38.86%], dist(0.37)
cur(348), end(893), percent[38.97%], dist(0.37)
cur(349), end(893), percent[39.08%], dist(0.37)
cur(350), end(893), percent[39.19%], dist(0.37)
cur(351), end(893), percent[39.31%], dist(0.37)
cur(352), end(893), percent[39.42%], dist(0.37)
cur(353), end(893), percent[39.53%], dist(0.37)
cur(354), end(893), percent[39.64%], dist(0.37)
cur(355), end(893), percent[39.75%], dist(0.37)
cur(356), end(893), percent[39.87%], dist(0.37)
cur(357), end(893), percent[39.98%], dist(0.37)
cur(358), end(893), percent[40.09%], dist(0.37)
cur(359), end(893), percent[40.2%], dist(0.37)
cur(360), end(893), percent[40.31%], dist(0.37)
cur(361), end(893), percent[40.43%], dist(0.37)
cur(362), end(893), percent[40.54%], dist(0.37)
cur(363), end(893), percent[40.65%], dist(0.37)
cur(364), end(893), percent[40.76%], dist(0.37)
cur(365), end(893), percent[40.87%], dist(0.37)
cur(366), end(893), percent[40.99%], dist(0.37)
cur(367), end(893), percent[41.1%], dist(0.37)
cur(368), end(893), percent[41.21%], dist(0.37)
cur(369), end(893), percent[41.32%], dist(0.37)
cur(370), end(893), percent[41.43%], dist(0.37)
cur(371), end(893), percent[41.55%], dist(0.37)
cur(372), end(893), percent[41.66%], dist(0.37)
cur(373), end(893), percent[41.77%], dist(0.37)
cur(374), end(893), percent[41.88%], dist(0.37)
cur(375), end(893), percent[41.99%], dist(0.37)
cur(376), end(893), percent[42.11%], dist(0.37)
cur(377), end(893), percent[42.22%], dist(0.37)
cur(378), end(893), percent[42.33%], dist(0.37)
cur(379), end(893), percent[42.44%], dist(0.37)
cur(380), end(893), percent[42.55%], dist(0.37)
cur(381), end(893), percent[42.67%], dist(0.37)
cur(382), end(893), percent[42.78%], dist(0.37)
cur(383), end(893), percent[42.89%], dist(0.37)
cur(384), end(893), percent[43.0%], dist(0.37)
cur(385), end(893), percent[43.11%], dist(0.37)
cur(386), end(893), percent[43.23%], dist(0.37)
cur(387), end(893), percent[43.34%], dist(0.37)
cur(388), end(893), percent[43.45%], dist(0.37)
cur(389), end(893), percent[43.56%], dist(0.37)
cur(390), end(893), percent[43.67%], dist(0.37)
cur(391), end(893), percent[43.78%], dist(0.37)
cur(392), end(893), percent[43.9%], dist(0.37)
cur(393), end(893), percent[44.01%], dist(0.37)
cur(394), end(893), percent[44.12%], dist(0.37)
cur(395), end(893), percent[44.23%], dist(0.37)
cur(396), end(893), percent[44.34%], dist(0.37)
cur(397), end(893), percent[44.46%], dist(0.37)
cur(398), end(893), percent[44.57%], dist(0.37)
cur(399), end(893), percent[44.68%], dist(0.37)
cur(400), end(893), percent[44.79%], dist(0.37)
cur(401), end(893), percent[44.9%], dist(0.37)
cur(402), end(893), percent[45.02%], dist(0.37)
cur(403), end(893), percent[45.13%], dist(0.37)
cur(404), end(893), percent[45.24%], dist(0.37)
cur(405), end(893), percent[45.35%], dist(0.37)
cur(406), end(893), percent[45.46%], dist(0.37)
cur(407), end(893), percent[45.58%], dist(0.37)
cur(408), end(893), percent[45.69%], dist(0.37)
cur(409), end(893), percent[45.8%], dist(0.37)
cur(410), end(893), percent[45.91%], dist(0.37)
cur(411), end(893), percent[46.02%], dist(0.37)
cur(412), end(893), percent[46.14%], dist(0.37)
cur(413), end(893), percent[46.25%], dist(0.37)
cur(414), end(893), percent[46.36%], dist(0.37)
cur(415), end(893), percent[46.47%], dist(0.37)
cur(416), end(893), percent[46.58%], dist(0.37)
cur(417), end(893), percent[46.7%], dist(0.37)
cur(418), end(893), percent[46.81%], dist(0.37)
cur(419), end(893), percent[46.92%], dist(0.37)
cur(420), end(893), percent[47.03%], dist(0.37)
cur(421), end(893), percent[47.14%], dist(0.37)
cur(422), end(893), percent[47.26%], dist(0.37)
cur(423), end(893), percent[47.37%], dist(0.37)
cur(424), end(893), percent[47.48%], dist(0.37)
cur(425), end(893), percent[47.59%], dist(0.37)
cur(426), end(893), percent[47.7%], dist(0.37)
cur(427), end(893), percent[47.82%], dist(0.37)
cur(428), end(893), percent[47.93%], dist(0.37)
cur(429), end(893), percent[48.04%], dist(0.37)
cur(430), end(893), percent[48.15%], dist(0.37)
cur(431), end(893), percent[48.26%], dist(0.37)
cur(432), end(893), percent[48.38%], dist(0.37)
cur(433), end(893), percent[48.49%], dist(0.37)
cur(434), end(893), percent[48.6%], dist(0.37)
cur(435), end(893), percent[48.71%], dist(0.37)
cur(436), end(893), percent[48.82%], dist(0.37)
cur(437), end(893), percent[48.94%], dist(0.37)
cur(438), end(893), percent[49.05%], dist(0.37)
cur(439), end(893), percent[49.16%], dist(0.37)
cur(440), end(893), percent[49.27%], dist(0.37)
cur(441), end(893), percent[49.38%], dist(0.37)
cur(442), end(893), percent[49.5%], dist(0.37)
cur(443), end(893), percent[49.61%], dist(0.37)
cur(444), end(893), percent[49.72%], dist(0.37)
cur(445), end(893), percent[49.83%], dist(0.37)
cur(446), end(893), percent[49.94%], dist(0.37)
cur(447), end(893), percent[50.06%], dist(0.37)
cur(448), end(893), percent[50.17%], dist(0.37)
cur(449), end(893), percent[50.28%], dist(0.37)
cur(450), end(893), percent[50.39%], dist(0.37)
cur(451), end(893), percent[50.5%], dist(0.37)
cur(452), end(893), percent[50.62%], dist(0.37)
cur(453), end(893), percent[50.73%], dist(0.37)
cur(454), end(893), percent[50.84%], dist(0.37)
cur(455), end(893), percent[50.95%], dist(0.37)
cur(456), end(893), percent[51.06%], dist(0.37)
cur(457), end(893), percent[51.18%], dist(0.37)
cur(458), end(893), percent[51.29%], dist(0.37)
cur(459), end(893), percent[51.4%], dist(0.37)
cur(460), end(893), percent[51.51%], dist(0.37)
cur(461), end(893), percent[51.62%], dist(0.37)
cur(462), end(893), percent[51.74%], dist(0.37)
cur(463), end(893), percent[51.85%], dist(0.37)
cur(464), end(893), percent[51.96%], dist(0.37)
cur(465), end(893), percent[52.07%], dist(0.37)
cur(466), end(893), percent[52.18%], dist(0.37)
cur(467), end(893), percent[52.3%], dist(0.37)
cur(468), end(893), percent[52.41%], dist(0.37)
cur(469), end(893), percent[52.52%], dist(0.37)
cur(470), end(893), percent[52.63%], dist(0.37)
cur(471), end(893), percent[52.74%], dist(0.37)
cur(472), end(893), percent[52.86%], dist(0.37)
cur(473), end(893), percent[52.97%], dist(0.37)
cur(474), end(893), percent[53.08%], dist(0.37)
cur(475), end(893), percent[53.19%], dist(0.37)
cur(476), end(893), percent[53.3%], dist(0.37)
cur(477), end(893), percent[53.42%], dist(0.37)
cur(478), end(893), percent[53.53%], dist(0.37)
cur(479), end(893), percent[53.64%], dist(0.37)
cur(480), end(893), percent[53.75%], dist(0.37)
cur(481), end(893), percent[53.86%], dist(0.37)
cur(482), end(893), percent[53.98%], dist(0.37)
cur(483), end(893), percent[54.09%], dist(0.37)
cur(484), end(893), percent[54.2%], dist(0.37)
cur(485), end(893), percent[54.31%], dist(0.37)
cur(486), end(893), percent[54.42%], dist(0.37)
cur(487), end(893), percent[54.54%], dist(0.37)
cur(488), end(893), percent[54.65%], dist(0.37)
cur(489), end(893), percent[54.76%], dist(0.37)
cur(490), end(893), percent[54.87%], dist(0.37)
cur(491), end(893), percent[54.98%], dist(0.37)
cur(492), end(893), percent[55.1%], dist(0.37)
cur(493), end(893), percent[55.21%], dist(0.37)
cur(494), end(893), percent[55.32%], dist(0.37)
cur(495), end(893), percent[55.43%], dist(0.37)
cur(496), end(893), percent[55.54%], dist(0.37)
cur(497), end(893), percent[55.66%], dist(0.37)
cur(498), end(893), percent[55.77%], dist(0.37)
cur(499), end(893), percent[55.88%], dist(0.37)
cur(500), end(893), percent[55.99%], dist(0.37)
cur(501), end(893), percent[56.1%], dist(0.37)
cur(502), end(893), percent[56.22%], dist(0.37)
cur(503), end(893), percent[56.33%], dist(0.37)
cur(504), end(893), percent[56.44%], dist(0.37)
cur(505), end(893), percent[56.55%], dist(0.37)
cur(506), end(893), percent[56.66%], dist(0.37)
cur(507), end(893), percent[56.77%], dist(0.37)
cur(508), end(893), percent[56.89%], dist(0.37)
cur(509), end(893), percent[57.0%], dist(0.37)
cur(510), end(893), percent[57.11%], dist(0.37)
cur(511), end(893), percent[57.22%], dist(0.37)
cur(512), end(893), percent[57.33%], dist(0.37)
cur(513), end(893), percent[57.45%], dist(0.37)
cur(514), end(893), percent[57.56%], dist(0.37)
cur(515), end(893), percent[57.67%], dist(0.37)
cur(516), end(893), percent[57.78%], dist(0.37)
cur(517), end(893), percent[57.89%], dist(0.37)
cur(518), end(893), percent[58.01%], dist(0.37)
cur(519), end(893), percent[58.12%], dist(0.37)
cur(520), end(893), percent[58.23%], dist(0.37)
cur(521), end(893), percent[58.34%], dist(0.37)
cur(522), end(893), percent[58.45%], dist(0.37)
cur(523), end(893), percent[58.57%], dist(0.37)
cur(524), end(893), percent[58.68%], dist(0.37)
cur(525), end(893), percent[58.79%], dist(0.37)
cur(526), end(893), percent[58.9%], dist(0.37)
cur(527), end(893), percent[59.01%], dist(0.37)
cur(528), end(893), percent[59.13%], dist(0.37)
cur(529), end(893), percent[59.24%], dist(0.37)
cur(530), end(893), percent[59.35%], dist(0.37)
cur(531), end(893), percent[59.46%], dist(0.37)
cur(532), end(893), percent[59.57%], dist(0.37)
cur(533), end(893), percent[59.69%], dist(0.37)
cur(534), end(893), percent[59.8%], dist(0.37)
cur(535), end(893), percent[59.91%], dist(0.37)
cur(536), end(893), percent[60.02%], dist(0.37)
cur(537), end(893), percent[60.13%], dist(0.37)
cur(538), end(893), percent[60.25%], dist(0.37)
cur(539), end(893), percent[60.36%], dist(0.37)
cur(540), end(893), percent[60.47%], dist(0.37)
cur(541), end(893), percent[60.58%], dist(0.37)
cur(542), end(893), percent[60.69%], dist(0.37)
cur(543), end(893), percent[60.81%], dist(0.37)
cur(544), end(893), percent[60.92%], dist(0.37)
cur(545), end(893), percent[61.03%], dist(0.37)
cur(546), end(893), percent[61.14%], dist(0.37)
cur(547), end(893), percent[61.25%], dist(0.37)
cur(548), end(893), percent[61.37%], dist(0.37)
cur(549), end(893), percent[61.48%], dist(0.37)
cur(550), end(893), percent[61.59%], dist(0.37)
cur(551), end(893), percent[61.7%], dist(0.37)
cur(552), end(893), percent[61.81%], dist(0.37)
cur(553), end(893), percent[61.93%], dist(0.37)
cur(554), end(893), percent[62.04%], dist(0.37)
