selected model:  Density
Training time: 0.0 minutes.
selected model:  DTW
paramIndex: 3
cur(0), end(2499), percent[0.0%], dist(1.2)
cur(43), end(2499), percent[1.72%], dist(1.47)
cur(44), end(2499), percent[1.76%], dist(1.47)
cur(45), end(2499), percent[1.8%], dist(1.47)
cur(46), end(2499), percent[1.84%], dist(1.47)
cur(47), end(2499), percent[1.88%], dist(1.47)
cur(48), end(2499), percent[1.92%], dist(1.47)
cur(49), end(2499), percent[1.96%], dist(1.47)
cur(50), end(2499), percent[2.0%], dist(1.47)
cur(51), end(2499), percent[2.04%], dist(1.47)
cur(52), end(2499), percent[2.08%], dist(1.47)
cur(53), end(2499), percent[2.12%], dist(1.47)
cur(54), end(2499), percent[2.16%], dist(1.47)
cur(55), end(2499), percent[2.2%], dist(1.47)
cur(56), end(2499), percent[2.24%], dist(1.47)
cur(57), end(2499), percent[2.28%], dist(1.47)
cur(58), end(2499), percent[2.32%], dist(1.47)
cur(59), end(2499), percent[2.36%], dist(1.47)
cur(60), end(2499), percent[2.4%], dist(1.47)
cur(61), end(2499), percent[2.44%], dist(1.47)
cur(62), end(2499), percent[2.48%], dist(1.47)
cur(63), end(2499), percent[2.52%], dist(1.47)
cur(64), end(2499), percent[2.56%], dist(1.47)
cur(65), end(2499), percent[2.6%], dist(1.46)
cur(66), end(2499), percent[2.64%], dist(1.47)
cur(67), end(2499), percent[2.68%], dist(1.46)
cur(68), end(2499), percent[2.72%], dist(1.47)
cur(69), end(2499), percent[2.76%], dist(1.47)
cur(70), end(2499), percent[2.8%], dist(1.46)
cur(71), end(2499), percent[2.84%], dist(1.47)
cur(72), end(2499), percent[2.88%], dist(1.47)
cur(73), end(2499), percent[2.92%], dist(1.47)
cur(74), end(2499), percent[2.96%], dist(1.47)
cur(75), end(2499), percent[3.0%], dist(1.46)
cur(76), end(2499), percent[3.04%], dist(1.47)
cur(77), end(2499), percent[3.08%], dist(1.47)
cur(78), end(2499), percent[3.12%], dist(1.47)
cur(79), end(2499), percent[3.16%], dist(1.47)
cur(80), end(2499), percent[3.2%], dist(1.47)
cur(81), end(2499), percent[3.24%], dist(1.47)
cur(82), end(2499), percent[3.28%], dist(1.47)
cur(83), end(2499), percent[3.32%], dist(1.47)
cur(84), end(2499), percent[3.36%], dist(1.47)
cur(85), end(2499), percent[3.4%], dist(1.47)
cur(86), end(2499), percent[3.44%], dist(1.47)
cur(87), end(2499), percent[3.48%], dist(1.47)
cur(88), end(2499), percent[3.52%], dist(1.47)
cur(89), end(2499), percent[3.56%], dist(1.47)
cur(90), end(2499), percent[3.6%], dist(1.46)
cur(91), end(2499), percent[3.64%], dist(1.47)
cur(92), end(2499), percent[3.68%], dist(1.47)
cur(93), end(2499), percent[3.72%], dist(1.47)
cur(94), end(2499), percent[3.76%], dist(1.47)
cur(95), end(2499), percent[3.8%], dist(1.47)
cur(96), end(2499), percent[3.84%], dist(1.47)
cur(97), end(2499), percent[3.88%], dist(1.47)
cur(98), end(2499), percent[3.92%], dist(1.47)
cur(99), end(2499), percent[3.96%], dist(1.47)
cur(100), end(2499), percent[4.0%], dist(1.47)
cur(101), end(2499), percent[4.04%], dist(1.47)
cur(102), end(2499), percent[4.08%], dist(1.47)
cur(103), end(2499), percent[4.12%], dist(1.47)
cur(104), end(2499), percent[4.16%], dist(1.47)
cur(105), end(2499), percent[4.2%], dist(1.47)
cur(106), end(2499), percent[4.24%], dist(1.47)
cur(107), end(2499), percent[4.28%], dist(1.47)
cur(108), end(2499), percent[4.32%], dist(1.47)
cur(109), end(2499), percent[4.36%], dist(1.47)
cur(110), end(2499), percent[4.4%], dist(1.46)
cur(111), end(2499), percent[4.44%], dist(1.47)
cur(112), end(2499), percent[4.48%], dist(1.46)
cur(113), end(2499), percent[4.52%], dist(1.46)
cur(114), end(2499), percent[4.56%], dist(1.47)
cur(115), end(2499), percent[4.6%], dist(1.46)
cur(116), end(2499), percent[4.64%], dist(1.47)
cur(117), end(2499), percent[4.68%], dist(1.46)
cur(118), end(2499), percent[4.72%], dist(1.46)
cur(119), end(2499), percent[4.76%], dist(1.47)
cur(120), end(2499), percent[4.8%], dist(1.46)
cur(121), end(2499), percent[4.84%], dist(1.47)
cur(122), end(2499), percent[4.88%], dist(1.46)
cur(123), end(2499), percent[4.92%], dist(1.47)
cur(124), end(2499), percent[4.96%], dist(1.47)
cur(125), end(2499), percent[5.0%], dist(1.46)
cur(126), end(2499), percent[5.04%], dist(1.47)
cur(127), end(2499), percent[5.08%], dist(1.47)
cur(128), end(2499), percent[5.12%], dist(1.47)
cur(129), end(2499), percent[5.16%], dist(1.47)
cur(130), end(2499), percent[5.2%], dist(1.47)
cur(131), end(2499), percent[5.24%], dist(1.47)
cur(132), end(2499), percent[5.28%], dist(1.47)
cur(133), end(2499), percent[5.32%], dist(1.47)
cur(134), end(2499), percent[5.36%], dist(1.47)
cur(135), end(2499), percent[5.4%], dist(1.47)
cur(136), end(2499), percent[5.44%], dist(1.47)
cur(137), end(2499), percent[5.48%], dist(1.47)
cur(138), end(2499), percent[5.52%], dist(1.47)
cur(139), end(2499), percent[5.56%], dist(1.47)
cur(140), end(2499), percent[5.6%], dist(1.46)
cur(141), end(2499), percent[5.64%], dist(1.47)
cur(142), end(2499), percent[5.68%], dist(1.46)
cur(143), end(2499), percent[5.72%], dist(1.47)
cur(144), end(2499), percent[5.76%], dist(1.46)
cur(145), end(2499), percent[5.8%], dist(1.46)
cur(146), end(2499), percent[5.84%], dist(1.46)
cur(147), end(2499), percent[5.88%], dist(1.46)
cur(148), end(2499), percent[5.92%], dist(1.46)
cur(149), end(2499), percent[5.96%], dist(1.46)
cur(150), end(2499), percent[6.0%], dist(1.46)
cur(151), end(2499), percent[6.04%], dist(1.46)
cur(152), end(2499), percent[6.08%], dist(1.46)
cur(153), end(2499), percent[6.12%], dist(1.46)
cur(154), end(2499), percent[6.16%], dist(1.46)
cur(155), end(2499), percent[6.2%], dist(1.46)
cur(156), end(2499), percent[6.24%], dist(1.46)
cur(157), end(2499), percent[6.28%], dist(1.46)
cur(158), end(2499), percent[6.32%], dist(1.46)
cur(159), end(2499), percent[6.36%], dist(1.46)
cur(160), end(2499), percent[6.4%], dist(1.46)
cur(161), end(2499), percent[6.44%], dist(1.47)
cur(162), end(2499), percent[6.48%], dist(1.46)
cur(163), end(2499), percent[6.52%], dist(1.46)
cur(164), end(2499), percent[6.56%], dist(1.46)
cur(165), end(2499), percent[6.6%], dist(1.46)
cur(166), end(2499), percent[6.64%], dist(1.46)
cur(167), end(2499), percent[6.68%], dist(1.46)
cur(168), end(2499), percent[6.72%], dist(1.46)
cur(169), end(2499), percent[6.76%], dist(1.46)
cur(170), end(2499), percent[6.8%], dist(1.46)
cur(171), end(2499), percent[6.84%], dist(1.46)
cur(172), end(2499), percent[6.88%], dist(1.46)
cur(173), end(2499), percent[6.92%], dist(1.46)
cur(174), end(2499), percent[6.96%], dist(1.47)
cur(175), end(2499), percent[7.0%], dist(1.46)
cur(176), end(2499), percent[7.04%], dist(1.47)
cur(177), end(2499), percent[7.08%], dist(1.46)
cur(178), end(2499), percent[7.12%], dist(1.46)
cur(179), end(2499), percent[7.16%], dist(1.46)
cur(180), end(2499), percent[7.2%], dist(1.46)
cur(181), end(2499), percent[7.24%], dist(1.46)
cur(182), end(2499), percent[7.28%], dist(1.46)
cur(183), end(2499), percent[7.32%], dist(1.46)
cur(184), end(2499), percent[7.36%], dist(1.46)
cur(185), end(2499), percent[7.4%], dist(1.46)
cur(186), end(2499), percent[7.44%], dist(1.46)
cur(187), end(2499), percent[7.48%], dist(1.46)
cur(188), end(2499), percent[7.52%], dist(1.46)
cur(189), end(2499), percent[7.56%], dist(1.46)
cur(190), end(2499), percent[7.6%], dist(1.46)
cur(191), end(2499), percent[7.64%], dist(1.46)
cur(192), end(2499), percent[7.68%], dist(1.46)
cur(193), end(2499), percent[7.72%], dist(1.46)
cur(194), end(2499), percent[7.76%], dist(1.46)
cur(195), end(2499), percent[7.8%], dist(1.46)
cur(196), end(2499), percent[7.84%], dist(1.46)
cur(197), end(2499), percent[7.88%], dist(1.46)
cur(198), end(2499), percent[7.92%], dist(1.46)
cur(199), end(2499), percent[7.96%], dist(1.46)
cur(200), end(2499), percent[8.0%], dist(1.46)
cur(201), end(2499), percent[8.04%], dist(1.46)
cur(202), end(2499), percent[8.08%], dist(1.46)
cur(203), end(2499), percent[8.12%], dist(1.46)
cur(204), end(2499), percent[8.16%], dist(1.46)
cur(205), end(2499), percent[8.2%], dist(1.46)
cur(206), end(2499), percent[8.24%], dist(1.46)
cur(207), end(2499), percent[8.28%], dist(1.46)
cur(208), end(2499), percent[8.32%], dist(1.46)
cur(209), end(2499), percent[8.36%], dist(1.46)
cur(210), end(2499), percent[8.4%], dist(1.46)
cur(211), end(2499), percent[8.44%], dist(1.46)
cur(212), end(2499), percent[8.48%], dist(1.46)
cur(213), end(2499), percent[8.52%], dist(1.46)
cur(214), end(2499), percent[8.56%], dist(1.46)
cur(215), end(2499), percent[8.6%], dist(1.46)
cur(216), end(2499), percent[8.64%], dist(1.46)
cur(217), end(2499), percent[8.68%], dist(1.46)
cur(218), end(2499), percent[8.72%], dist(1.46)
cur(219), end(2499), percent[8.76%], dist(1.46)
cur(220), end(2499), percent[8.8%], dist(1.46)
cur(221), end(2499), percent[8.84%], dist(1.46)
cur(222), end(2499), percent[8.88%], dist(1.46)
cur(223), end(2499), percent[8.92%], dist(1.46)
cur(224), end(2499), percent[8.96%], dist(1.46)
cur(225), end(2499), percent[9.0%], dist(1.46)
cur(226), end(2499), percent[9.04%], dist(1.46)
cur(227), end(2499), percent[9.08%], dist(1.46)
cur(228), end(2499), percent[9.12%], dist(1.46)
cur(229), end(2499), percent[9.16%], dist(1.46)
cur(230), end(2499), percent[9.2%], dist(1.46)
cur(231), end(2499), percent[9.24%], dist(1.46)
cur(232), end(2499), percent[9.28%], dist(1.46)
cur(233), end(2499), percent[9.32%], dist(1.46)
cur(234), end(2499), percent[9.36%], dist(1.46)
cur(235), end(2499), percent[9.4%], dist(1.46)
cur(236), end(2499), percent[9.44%], dist(1.46)
cur(237), end(2499), percent[9.48%], dist(1.46)
cur(238), end(2499), percent[9.52%], dist(1.46)
cur(239), end(2499), percent[9.56%], dist(1.46)
cur(240), end(2499), percent[9.6%], dist(1.46)
cur(241), end(2499), percent[9.64%], dist(1.46)
cur(242), end(2499), percent[9.68%], dist(1.46)
cur(243), end(2499), percent[9.72%], dist(1.46)
cur(244), end(2499), percent[9.76%], dist(1.46)
cur(245), end(2499), percent[9.8%], dist(1.46)
cur(246), end(2499), percent[9.84%], dist(1.46)
cur(247), end(2499), percent[9.88%], dist(1.46)
cur(248), end(2499), percent[9.92%], dist(1.46)
cur(249), end(2499), percent[9.96%], dist(1.46)
cur(250), end(2499), percent[10.0%], dist(1.46)
cur(251), end(2499), percent[10.04%], dist(1.46)
cur(252), end(2499), percent[10.08%], dist(1.46)
cur(253), end(2499), percent[10.12%], dist(1.46)
cur(254), end(2499), percent[10.16%], dist(1.46)
cur(255), end(2499), percent[10.2%], dist(1.46)
cur(256), end(2499), percent[10.24%], dist(1.46)
cur(257), end(2499), percent[10.28%], dist(1.46)
cur(258), end(2499), percent[10.32%], dist(1.46)
cur(259), end(2499), percent[10.36%], dist(1.46)
cur(260), end(2499), percent[10.4%], dist(1.46)
cur(261), end(2499), percent[10.44%], dist(1.46)
cur(262), end(2499), percent[10.48%], dist(1.46)
cur(263), end(2499), percent[10.52%], dist(1.46)
cur(264), end(2499), percent[10.56%], dist(1.46)
cur(265), end(2499), percent[10.6%], dist(1.46)
cur(266), end(2499), percent[10.64%], dist(1.46)
cur(267), end(2499), percent[10.68%], dist(1.46)
cur(268), end(2499), percent[10.72%], dist(1.46)
cur(269), end(2499), percent[10.76%], dist(1.46)
cur(270), end(2499), percent[10.8%], dist(1.46)
cur(271), end(2499), percent[10.84%], dist(1.46)
cur(272), end(2499), percent[10.88%], dist(1.46)
cur(273), end(2499), percent[10.92%], dist(1.46)
cur(274), end(2499), percent[10.96%], dist(1.46)
cur(275), end(2499), percent[11.0%], dist(1.46)
cur(276), end(2499), percent[11.04%], dist(1.46)
cur(277), end(2499), percent[11.08%], dist(1.46)
cur(278), end(2499), percent[11.12%], dist(1.46)
cur(279), end(2499), percent[11.16%], dist(1.46)
cur(280), end(2499), percent[11.2%], dist(1.46)
cur(281), end(2499), percent[11.24%], dist(1.46)
cur(282), end(2499), percent[11.28%], dist(1.46)
cur(283), end(2499), percent[11.32%], dist(1.46)
cur(284), end(2499), percent[11.36%], dist(1.46)
cur(285), end(2499), percent[11.4%], dist(1.46)
cur(286), end(2499), percent[11.44%], dist(1.46)
cur(287), end(2499), percent[11.48%], dist(1.46)
cur(288), end(2499), percent[11.52%], dist(1.46)
cur(289), end(2499), percent[11.56%], dist(1.46)
cur(290), end(2499), percent[11.6%], dist(1.46)
cur(291), end(2499), percent[11.64%], dist(1.46)
cur(292), end(2499), percent[11.68%], dist(1.46)
cur(293), end(2499), percent[11.72%], dist(1.46)
cur(294), end(2499), percent[11.76%], dist(1.46)
cur(295), end(2499), percent[11.8%], dist(1.46)
cur(296), end(2499), percent[11.84%], dist(1.46)
cur(297), end(2499), percent[11.88%], dist(1.46)
cur(298), end(2499), percent[11.92%], dist(1.46)
cur(299), end(2499), percent[11.96%], dist(1.46)
cur(300), end(2499), percent[12.0%], dist(1.46)
cur(301), end(2499), percent[12.04%], dist(1.46)
cur(302), end(2499), percent[12.08%], dist(1.46)
cur(303), end(2499), percent[12.12%], dist(1.46)
cur(304), end(2499), percent[12.16%], dist(1.46)
cur(305), end(2499), percent[12.2%], dist(1.46)
cur(306), end(2499), percent[12.24%], dist(1.46)
cur(307), end(2499), percent[12.28%], dist(1.46)
cur(308), end(2499), percent[12.32%], dist(1.46)
cur(309), end(2499), percent[12.36%], dist(1.46)
cur(310), end(2499), percent[12.4%], dist(1.46)
cur(311), end(2499), percent[12.44%], dist(1.46)
cur(312), end(2499), percent[12.48%], dist(1.46)
cur(313), end(2499), percent[12.53%], dist(1.46)
cur(314), end(2499), percent[12.57%], dist(1.46)
cur(315), end(2499), percent[12.61%], dist(1.46)
cur(316), end(2499), percent[12.65%], dist(1.46)
cur(317), end(2499), percent[12.69%], dist(1.46)
cur(318), end(2499), percent[12.73%], dist(1.46)
cur(319), end(2499), percent[12.77%], dist(1.46)
cur(320), end(2499), percent[12.81%], dist(1.46)
cur(321), end(2499), percent[12.85%], dist(1.46)
cur(322), end(2499), percent[12.89%], dist(1.46)
cur(323), end(2499), percent[12.93%], dist(1.46)
cur(324), end(2499), percent[12.97%], dist(1.46)
cur(325), end(2499), percent[13.01%], dist(1.46)
cur(326), end(2499), percent[13.05%], dist(1.46)
cur(327), end(2499), percent[13.09%], dist(1.46)
cur(328), end(2499), percent[13.13%], dist(1.46)
cur(329), end(2499), percent[13.17%], dist(1.46)
cur(330), end(2499), percent[13.21%], dist(1.46)
cur(331), end(2499), percent[13.25%], dist(1.46)
cur(332), end(2499), percent[13.29%], dist(1.46)
cur(333), end(2499), percent[13.33%], dist(1.46)
cur(334), end(2499), percent[13.37%], dist(1.46)
cur(335), end(2499), percent[13.41%], dist(1.46)
cur(336), end(2499), percent[13.45%], dist(1.46)
cur(337), end(2499), percent[13.49%], dist(1.46)
cur(338), end(2499), percent[13.53%], dist(1.46)
cur(339), end(2499), percent[13.57%], dist(1.46)
cur(340), end(2499), percent[13.61%], dist(1.46)
cur(341), end(2499), percent[13.65%], dist(1.46)
cur(342), end(2499), percent[13.69%], dist(1.46)
cur(343), end(2499), percent[13.73%], dist(1.46)
cur(344), end(2499), percent[13.77%], dist(1.46)
cur(345), end(2499), percent[13.81%], dist(1.46)
cur(346), end(2499), percent[13.85%], dist(1.46)
cur(347), end(2499), percent[13.89%], dist(1.46)
cur(348), end(2499), percent[13.93%], dist(1.46)
cur(349), end(2499), percent[13.97%], dist(1.46)
cur(350), end(2499), percent[14.01%], dist(1.46)
cur(351), end(2499), percent[14.05%], dist(1.47)
cur(352), end(2499), percent[14.09%], dist(1.46)
cur(353), end(2499), percent[14.13%], dist(1.46)
cur(354), end(2499), percent[14.17%], dist(1.46)
cur(355), end(2499), percent[14.21%], dist(1.46)
cur(356), end(2499), percent[14.25%], dist(1.47)
cur(357), end(2499), percent[14.29%], dist(1.46)
cur(358), end(2499), percent[14.33%], dist(1.46)
cur(359), end(2499), percent[14.37%], dist(1.46)
cur(360), end(2499), percent[14.41%], dist(1.46)
cur(361), end(2499), percent[14.45%], dist(1.46)
cur(362), end(2499), percent[14.49%], dist(1.46)
cur(363), end(2499), percent[14.53%], dist(1.46)
cur(364), end(2499), percent[14.57%], dist(1.46)
cur(365), end(2499), percent[14.61%], dist(1.46)
cur(366), end(2499), percent[14.65%], dist(1.47)
cur(367), end(2499), percent[14.69%], dist(1.46)
cur(368), end(2499), percent[14.73%], dist(1.46)
cur(369), end(2499), percent[14.77%], dist(1.46)
cur(370), end(2499), percent[14.81%], dist(1.46)
cur(371), end(2499), percent[14.85%], dist(1.47)
cur(372), end(2499), percent[14.89%], dist(1.46)
cur(373), end(2499), percent[14.93%], dist(1.47)
cur(374), end(2499), percent[14.97%], dist(1.47)
cur(375), end(2499), percent[15.01%], dist(1.46)
cur(376), end(2499), percent[15.05%], dist(1.47)
cur(377), end(2499), percent[15.09%], dist(1.46)
cur(378), end(2499), percent[15.13%], dist(1.46)
cur(379), end(2499), percent[15.17%], dist(1.46)
cur(380), end(2499), percent[15.21%], dist(1.46)
cur(381), end(2499), percent[15.25%], dist(1.47)
cur(382), end(2499), percent[15.29%], dist(1.46)
cur(383), end(2499), percent[15.33%], dist(1.46)
cur(384), end(2499), percent[15.37%], dist(1.46)
cur(385), end(2499), percent[15.41%], dist(1.46)
cur(386), end(2499), percent[15.45%], dist(1.47)
cur(387), end(2499), percent[15.49%], dist(1.46)
cur(388), end(2499), percent[15.53%], dist(1.46)
cur(389), end(2499), percent[15.57%], dist(1.46)
cur(390), end(2499), percent[15.61%], dist(1.46)
cur(391), end(2499), percent[15.65%], dist(1.46)
cur(392), end(2499), percent[15.69%], dist(1.46)
cur(393), end(2499), percent[15.73%], dist(1.46)
cur(394), end(2499), percent[15.77%], dist(1.46)
cur(395), end(2499), percent[15.81%], dist(1.46)
cur(396), end(2499), percent[15.85%], dist(1.46)
cur(397), end(2499), percent[15.89%], dist(1.46)
cur(398), end(2499), percent[15.93%], dist(1.46)
cur(399), end(2499), percent[15.97%], dist(1.46)
cur(400), end(2499), percent[16.01%], dist(1.46)
cur(401), end(2499), percent[16.05%], dist(1.46)
cur(402), end(2499), percent[16.09%], dist(1.46)
cur(403), end(2499), percent[16.13%], dist(1.46)
cur(404), end(2499), percent[16.17%], dist(1.46)
cur(405), end(2499), percent[16.21%], dist(1.46)
cur(406), end(2499), percent[16.25%], dist(1.46)
cur(407), end(2499), percent[16.29%], dist(1.46)
cur(408), end(2499), percent[16.33%], dist(1.46)
cur(409), end(2499), percent[16.37%], dist(1.46)
cur(410), end(2499), percent[16.41%], dist(1.46)
cur(411), end(2499), percent[16.45%], dist(1.46)
cur(412), end(2499), percent[16.49%], dist(1.46)
cur(413), end(2499), percent[16.53%], dist(1.46)
cur(414), end(2499), percent[16.57%], dist(1.46)
cur(415), end(2499), percent[16.61%], dist(1.46)
cur(416), end(2499), percent[16.65%], dist(1.46)
cur(417), end(2499), percent[16.69%], dist(1.46)
cur(418), end(2499), percent[16.73%], dist(1.46)
cur(419), end(2499), percent[16.77%], dist(1.46)
cur(420), end(2499), percent[16.81%], dist(1.46)
cur(421), end(2499), percent[16.85%], dist(1.46)
cur(422), end(2499), percent[16.89%], dist(1.46)
cur(423), end(2499), percent[16.93%], dist(1.46)
cur(424), end(2499), percent[16.97%], dist(1.46)
cur(425), end(2499), percent[17.01%], dist(1.46)
cur(426), end(2499), percent[17.05%], dist(1.46)
cur(427), end(2499), percent[17.09%], dist(1.46)
cur(428), end(2499), percent[17.13%], dist(1.46)
cur(429), end(2499), percent[17.17%], dist(1.46)
cur(430), end(2499), percent[17.21%], dist(1.46)
cur(431), end(2499), percent[17.25%], dist(1.46)
cur(432), end(2499), percent[17.29%], dist(1.46)
cur(433), end(2499), percent[17.33%], dist(1.46)
cur(434), end(2499), percent[17.37%], dist(1.46)
cur(435), end(2499), percent[17.41%], dist(1.46)
cur(436), end(2499), percent[17.45%], dist(1.46)
cur(437), end(2499), percent[17.49%], dist(1.46)
cur(438), end(2499), percent[17.53%], dist(1.46)
cur(439), end(2499), percent[17.57%], dist(1.46)
cur(440), end(2499), percent[17.61%], dist(1.46)
cur(441), end(2499), percent[17.65%], dist(1.46)
cur(442), end(2499), percent[17.69%], dist(1.46)
cur(443), end(2499), percent[17.73%], dist(1.46)
cur(444), end(2499), percent[17.77%], dist(1.46)
cur(445), end(2499), percent[17.81%], dist(1.46)
cur(446), end(2499), percent[17.85%], dist(1.46)
cur(447), end(2499), percent[17.89%], dist(1.46)
cur(448), end(2499), percent[17.93%], dist(1.46)
cur(449), end(2499), percent[17.97%], dist(1.46)
cur(450), end(2499), percent[18.01%], dist(1.46)
cur(451), end(2499), percent[18.05%], dist(1.46)
cur(452), end(2499), percent[18.09%], dist(1.46)
cur(453), end(2499), percent[18.13%], dist(1.46)
cur(454), end(2499), percent[18.17%], dist(1.46)
cur(455), end(2499), percent[18.21%], dist(1.46)
cur(456), end(2499), percent[18.25%], dist(1.46)
cur(457), end(2499), percent[18.29%], dist(1.46)
cur(458), end(2499), percent[18.33%], dist(1.46)
cur(459), end(2499), percent[18.37%], dist(1.46)
cur(460), end(2499), percent[18.41%], dist(1.46)
cur(461), end(2499), percent[18.45%], dist(1.46)
cur(462), end(2499), percent[18.49%], dist(1.46)
cur(463), end(2499), percent[18.53%], dist(1.46)
cur(464), end(2499), percent[18.57%], dist(1.46)
cur(465), end(2499), percent[18.61%], dist(1.46)
cur(466), end(2499), percent[18.65%], dist(1.46)
cur(467), end(2499), percent[18.69%], dist(1.46)
cur(468), end(2499), percent[18.73%], dist(1.46)
cur(469), end(2499), percent[18.77%], dist(1.46)
cur(470), end(2499), percent[18.81%], dist(1.46)
cur(471), end(2499), percent[18.85%], dist(1.46)
cur(472), end(2499), percent[18.89%], dist(1.46)
cur(473), end(2499), percent[18.93%], dist(1.46)
cur(474), end(2499), percent[18.97%], dist(1.46)
cur(475), end(2499), percent[19.01%], dist(1.46)
cur(476), end(2499), percent[19.05%], dist(1.46)
cur(477), end(2499), percent[19.09%], dist(1.46)
cur(478), end(2499), percent[19.13%], dist(1.46)
cur(479), end(2499), percent[19.17%], dist(1.46)
cur(480), end(2499), percent[19.21%], dist(1.46)
cur(481), end(2499), percent[19.25%], dist(1.46)
cur(482), end(2499), percent[19.29%], dist(1.46)
cur(483), end(2499), percent[19.33%], dist(1.46)
cur(484), end(2499), percent[19.37%], dist(1.46)
cur(485), end(2499), percent[19.41%], dist(1.46)
cur(486), end(2499), percent[19.45%], dist(1.46)
cur(487), end(2499), percent[19.49%], dist(1.46)
cur(488), end(2499), percent[19.53%], dist(1.46)
cur(489), end(2499), percent[19.57%], dist(1.46)
cur(490), end(2499), percent[19.61%], dist(1.46)
cur(491), end(2499), percent[19.65%], dist(1.46)
cur(492), end(2499), percent[19.69%], dist(1.46)
cur(493), end(2499), percent[19.73%], dist(1.46)
cur(494), end(2499), percent[19.77%], dist(1.46)
cur(495), end(2499), percent[19.81%], dist(1.46)
cur(496), end(2499), percent[19.85%], dist(1.46)
cur(497), end(2499), percent[19.89%], dist(1.46)
cur(498), end(2499), percent[19.93%], dist(1.46)
cur(499), end(2499), percent[19.97%], dist(1.46)
cur(500), end(2499), percent[20.01%], dist(1.46)
cur(501), end(2499), percent[20.05%], dist(1.46)
cur(502), end(2499), percent[20.09%], dist(1.46)
cur(503), end(2499), percent[20.13%], dist(1.46)
cur(504), end(2499), percent[20.17%], dist(1.46)
cur(505), end(2499), percent[20.21%], dist(1.46)
cur(506), end(2499), percent[20.25%], dist(1.46)
cur(507), end(2499), percent[20.29%], dist(1.46)
cur(508), end(2499), percent[20.33%], dist(1.46)
cur(509), end(2499), percent[20.37%], dist(1.46)
cur(510), end(2499), percent[20.41%], dist(1.46)
cur(511), end(2499), percent[20.45%], dist(1.46)
cur(512), end(2499), percent[20.49%], dist(1.46)
cur(513), end(2499), percent[20.53%], dist(1.46)
cur(514), end(2499), percent[20.57%], dist(1.46)
cur(515), end(2499), percent[20.61%], dist(1.46)
cur(516), end(2499), percent[20.65%], dist(1.46)
cur(517), end(2499), percent[20.69%], dist(1.46)
cur(518), end(2499), percent[20.73%], dist(1.46)
cur(519), end(2499), percent[20.77%], dist(1.46)
cur(520), end(2499), percent[20.81%], dist(1.46)
cur(521), end(2499), percent[20.85%], dist(1.46)
cur(522), end(2499), percent[20.89%], dist(1.46)
cur(523), end(2499), percent[20.93%], dist(1.46)
cur(524), end(2499), percent[20.97%], dist(1.46)
cur(525), end(2499), percent[21.01%], dist(1.46)
cur(526), end(2499), percent[21.05%], dist(1.46)
cur(527), end(2499), percent[21.09%], dist(1.46)
cur(528), end(2499), percent[21.13%], dist(1.46)
cur(529), end(2499), percent[21.17%], dist(1.46)
cur(530), end(2499), percent[21.21%], dist(1.46)
cur(531), end(2499), percent[21.25%], dist(1.46)
cur(532), end(2499), percent[21.29%], dist(1.46)
cur(533), end(2499), percent[21.33%], dist(1.46)
