selected model:  Density
Training time: 0.0 minutes.
selected model:  DTW
paramIndex: 8726725
cur(0), end(1722), percent[0.0%], dist(1.33)
cur(124), end(1722), percent[7.2%], dist(1.43)
cur(125), end(1722), percent[7.26%], dist(1.43)
cur(126), end(1722), percent[7.32%], dist(1.43)
cur(127), end(1722), percent[7.38%], dist(1.43)
cur(128), end(1722), percent[7.43%], dist(1.43)
cur(129), end(1722), percent[7.49%], dist(1.43)
cur(130), end(1722), percent[7.55%], dist(1.43)
cur(131), end(1722), percent[7.61%], dist(1.43)
cur(132), end(1722), percent[7.67%], dist(1.43)
cur(133), end(1722), percent[7.72%], dist(1.43)
cur(134), end(1722), percent[7.78%], dist(1.43)
cur(135), end(1722), percent[7.84%], dist(1.43)
cur(136), end(1722), percent[7.9%], dist(1.43)
cur(137), end(1722), percent[7.96%], dist(1.43)
cur(138), end(1722), percent[8.01%], dist(1.43)
cur(139), end(1722), percent[8.07%], dist(1.43)
cur(140), end(1722), percent[8.13%], dist(1.43)
cur(141), end(1722), percent[8.19%], dist(1.43)
cur(142), end(1722), percent[8.25%], dist(1.43)
cur(143), end(1722), percent[8.3%], dist(1.43)
cur(144), end(1722), percent[8.36%], dist(1.43)
cur(145), end(1722), percent[8.42%], dist(1.43)
cur(146), end(1722), percent[8.48%], dist(1.43)
cur(147), end(1722), percent[8.54%], dist(1.43)
cur(148), end(1722), percent[8.59%], dist(1.43)
cur(149), end(1722), percent[8.65%], dist(1.43)
cur(150), end(1722), percent[8.71%], dist(1.43)
cur(151), end(1722), percent[8.77%], dist(1.43)
cur(152), end(1722), percent[8.83%], dist(1.43)
cur(153), end(1722), percent[8.89%], dist(1.43)
cur(154), end(1722), percent[8.94%], dist(1.43)
cur(155), end(1722), percent[9.0%], dist(1.43)
cur(156), end(1722), percent[9.06%], dist(1.43)
cur(157), end(1722), percent[9.12%], dist(1.43)
cur(158), end(1722), percent[9.18%], dist(1.43)
cur(159), end(1722), percent[9.23%], dist(1.43)
cur(160), end(1722), percent[9.29%], dist(1.43)
cur(161), end(1722), percent[9.35%], dist(1.43)
cur(162), end(1722), percent[9.41%], dist(1.43)
cur(163), end(1722), percent[9.47%], dist(1.43)
cur(164), end(1722), percent[9.52%], dist(1.43)
cur(165), end(1722), percent[9.58%], dist(1.43)
cur(166), end(1722), percent[9.64%], dist(1.43)
cur(167), end(1722), percent[9.7%], dist(1.43)
cur(168), end(1722), percent[9.76%], dist(1.43)
cur(169), end(1722), percent[9.81%], dist(1.43)
cur(170), end(1722), percent[9.87%], dist(1.43)
cur(171), end(1722), percent[9.93%], dist(1.43)
cur(172), end(1722), percent[9.99%], dist(1.43)
cur(173), end(1722), percent[10.05%], dist(1.43)
cur(174), end(1722), percent[10.1%], dist(1.43)
cur(175), end(1722), percent[10.16%], dist(1.43)
cur(176), end(1722), percent[10.22%], dist(1.43)
cur(177), end(1722), percent[10.28%], dist(1.43)
cur(178), end(1722), percent[10.34%], dist(1.43)
cur(179), end(1722), percent[10.39%], dist(1.43)
cur(180), end(1722), percent[10.45%], dist(1.43)
cur(181), end(1722), percent[10.51%], dist(1.43)
cur(182), end(1722), percent[10.57%], dist(1.43)
cur(183), end(1722), percent[10.63%], dist(1.43)
cur(184), end(1722), percent[10.69%], dist(1.43)
cur(185), end(1722), percent[10.74%], dist(1.43)
cur(186), end(1722), percent[10.8%], dist(1.43)
cur(187), end(1722), percent[10.86%], dist(1.43)
cur(188), end(1722), percent[10.92%], dist(1.43)
cur(189), end(1722), percent[10.98%], dist(1.43)
cur(190), end(1722), percent[11.03%], dist(1.43)
cur(191), end(1722), percent[11.09%], dist(1.43)
cur(192), end(1722), percent[11.15%], dist(1.43)
cur(193), end(1722), percent[11.21%], dist(1.43)
cur(194), end(1722), percent[11.27%], dist(1.43)
cur(195), end(1722), percent[11.32%], dist(1.43)
cur(196), end(1722), percent[11.38%], dist(1.43)
cur(197), end(1722), percent[11.44%], dist(1.43)
cur(198), end(1722), percent[11.5%], dist(1.43)
cur(199), end(1722), percent[11.56%], dist(1.43)
cur(200), end(1722), percent[11.61%], dist(1.44)
cur(201), end(1722), percent[11.67%], dist(1.44)
cur(202), end(1722), percent[11.73%], dist(1.44)
cur(203), end(1722), percent[11.79%], dist(1.44)
cur(204), end(1722), percent[11.85%], dist(1.44)
cur(205), end(1722), percent[11.9%], dist(1.43)
cur(206), end(1722), percent[11.96%], dist(1.43)
cur(207), end(1722), percent[12.02%], dist(1.44)
cur(208), end(1722), percent[12.08%], dist(1.44)
cur(209), end(1722), percent[12.14%], dist(1.44)
cur(210), end(1722), percent[12.2%], dist(1.44)
cur(211), end(1722), percent[12.25%], dist(1.44)
cur(212), end(1722), percent[12.31%], dist(1.44)
cur(213), end(1722), percent[12.37%], dist(1.44)
cur(214), end(1722), percent[12.43%], dist(1.44)
cur(215), end(1722), percent[12.49%], dist(1.44)
cur(216), end(1722), percent[12.54%], dist(1.44)
cur(217), end(1722), percent[12.6%], dist(1.44)
cur(218), end(1722), percent[12.66%], dist(1.44)
cur(219), end(1722), percent[12.72%], dist(1.44)
cur(220), end(1722), percent[12.78%], dist(1.44)
cur(221), end(1722), percent[12.83%], dist(1.44)
cur(222), end(1722), percent[12.89%], dist(1.44)
cur(223), end(1722), percent[12.95%], dist(1.44)
cur(224), end(1722), percent[13.01%], dist(1.44)
cur(225), end(1722), percent[13.07%], dist(1.44)
cur(226), end(1722), percent[13.12%], dist(1.44)
cur(227), end(1722), percent[13.18%], dist(1.45)
cur(228), end(1722), percent[13.24%], dist(1.44)
cur(229), end(1722), percent[13.3%], dist(1.44)
cur(230), end(1722), percent[13.36%], dist(1.44)
cur(231), end(1722), percent[13.41%], dist(1.45)
cur(232), end(1722), percent[13.47%], dist(1.45)
cur(233), end(1722), percent[13.53%], dist(1.45)
cur(234), end(1722), percent[13.59%], dist(1.45)
cur(235), end(1722), percent[13.65%], dist(1.45)
cur(236), end(1722), percent[13.7%], dist(1.45)
cur(237), end(1722), percent[13.76%], dist(1.45)
cur(238), end(1722), percent[13.82%], dist(1.45)
cur(239), end(1722), percent[13.88%], dist(1.45)
cur(240), end(1722), percent[13.94%], dist(1.45)
cur(241), end(1722), percent[14.0%], dist(1.45)
cur(242), end(1722), percent[14.05%], dist(1.45)
cur(243), end(1722), percent[14.11%], dist(1.45)
cur(244), end(1722), percent[14.17%], dist(1.45)
cur(245), end(1722), percent[14.23%], dist(1.46)
cur(246), end(1722), percent[14.29%], dist(1.45)
cur(247), end(1722), percent[14.34%], dist(1.45)
cur(248), end(1722), percent[14.4%], dist(1.45)
cur(249), end(1722), percent[14.46%], dist(1.46)
cur(250), end(1722), percent[14.52%], dist(1.46)
cur(251), end(1722), percent[14.58%], dist(1.46)
cur(252), end(1722), percent[14.63%], dist(1.45)
cur(253), end(1722), percent[14.69%], dist(1.46)
cur(254), end(1722), percent[14.75%], dist(1.46)
cur(255), end(1722), percent[14.81%], dist(1.46)
cur(256), end(1722), percent[14.87%], dist(1.46)
cur(257), end(1722), percent[14.92%], dist(1.46)
cur(258), end(1722), percent[14.98%], dist(1.46)
cur(259), end(1722), percent[15.04%], dist(1.46)
cur(260), end(1722), percent[15.1%], dist(1.46)
cur(261), end(1722), percent[15.16%], dist(1.46)
cur(262), end(1722), percent[15.21%], dist(1.46)
cur(263), end(1722), percent[15.27%], dist(1.46)
cur(264), end(1722), percent[15.33%], dist(1.46)
cur(265), end(1722), percent[15.39%], dist(1.46)
cur(266), end(1722), percent[15.45%], dist(1.46)
cur(267), end(1722), percent[15.51%], dist(1.46)
cur(268), end(1722), percent[15.56%], dist(1.46)
cur(269), end(1722), percent[15.62%], dist(1.46)
cur(270), end(1722), percent[15.68%], dist(1.46)
cur(271), end(1722), percent[15.74%], dist(1.46)
cur(272), end(1722), percent[15.8%], dist(1.46)
cur(273), end(1722), percent[15.85%], dist(1.46)
cur(274), end(1722), percent[15.91%], dist(1.46)
cur(275), end(1722), percent[15.97%], dist(1.46)
cur(276), end(1722), percent[16.03%], dist(1.46)
cur(277), end(1722), percent[16.09%], dist(1.47)
cur(278), end(1722), percent[16.14%], dist(1.47)
cur(279), end(1722), percent[16.2%], dist(1.46)
cur(280), end(1722), percent[16.26%], dist(1.47)
cur(281), end(1722), percent[16.32%], dist(1.47)
cur(282), end(1722), percent[16.38%], dist(1.47)
cur(283), end(1722), percent[16.43%], dist(1.47)
cur(284), end(1722), percent[16.49%], dist(1.47)
cur(285), end(1722), percent[16.55%], dist(1.47)
cur(286), end(1722), percent[16.61%], dist(1.47)
cur(287), end(1722), percent[16.67%], dist(1.47)
cur(288), end(1722), percent[16.72%], dist(1.47)
cur(289), end(1722), percent[16.78%], dist(1.47)
cur(290), end(1722), percent[16.84%], dist(1.47)
cur(291), end(1722), percent[16.9%], dist(1.47)
cur(292), end(1722), percent[16.96%], dist(1.47)
cur(293), end(1722), percent[17.02%], dist(1.47)
cur(294), end(1722), percent[17.07%], dist(1.47)
cur(295), end(1722), percent[17.13%], dist(1.47)
cur(296), end(1722), percent[17.19%], dist(1.47)
cur(297), end(1722), percent[17.25%], dist(1.47)
cur(298), end(1722), percent[17.31%], dist(1.47)
cur(299), end(1722), percent[17.36%], dist(1.47)
cur(300), end(1722), percent[17.42%], dist(1.47)
cur(301), end(1722), percent[17.48%], dist(1.47)
cur(302), end(1722), percent[17.54%], dist(1.47)
cur(303), end(1722), percent[17.6%], dist(1.47)
cur(304), end(1722), percent[17.65%], dist(1.48)
cur(305), end(1722), percent[17.71%], dist(1.48)
cur(306), end(1722), percent[17.77%], dist(1.48)
cur(307), end(1722), percent[17.83%], dist(1.48)
cur(308), end(1722), percent[17.89%], dist(1.47)
cur(309), end(1722), percent[17.94%], dist(1.48)
cur(310), end(1722), percent[18.0%], dist(1.48)
cur(311), end(1722), percent[18.06%], dist(1.48)
cur(312), end(1722), percent[18.12%], dist(1.48)
cur(313), end(1722), percent[18.18%], dist(1.48)
cur(314), end(1722), percent[18.23%], dist(1.48)
cur(315), end(1722), percent[18.29%], dist(1.48)
cur(316), end(1722), percent[18.35%], dist(1.48)
cur(317), end(1722), percent[18.41%], dist(1.48)
cur(318), end(1722), percent[18.47%], dist(1.48)
cur(319), end(1722), percent[18.52%], dist(1.48)
cur(320), end(1722), percent[18.58%], dist(1.48)
cur(321), end(1722), percent[18.64%], dist(1.48)
cur(322), end(1722), percent[18.7%], dist(1.48)
cur(323), end(1722), percent[18.76%], dist(1.48)
cur(324), end(1722), percent[18.82%], dist(1.48)
cur(325), end(1722), percent[18.87%], dist(1.48)
cur(326), end(1722), percent[18.93%], dist(1.48)
cur(327), end(1722), percent[18.99%], dist(1.48)
cur(328), end(1722), percent[19.05%], dist(1.48)
cur(329), end(1722), percent[19.11%], dist(1.48)
cur(330), end(1722), percent[19.16%], dist(1.48)
cur(331), end(1722), percent[19.22%], dist(1.48)
cur(332), end(1722), percent[19.28%], dist(1.48)
cur(333), end(1722), percent[19.34%], dist(1.48)
cur(334), end(1722), percent[19.4%], dist(1.48)
cur(335), end(1722), percent[19.45%], dist(1.48)
cur(336), end(1722), percent[19.51%], dist(1.48)
cur(337), end(1722), percent[19.57%], dist(1.48)
cur(338), end(1722), percent[19.63%], dist(1.48)
cur(339), end(1722), percent[19.69%], dist(1.48)
cur(340), end(1722), percent[19.74%], dist(1.48)
cur(341), end(1722), percent[19.8%], dist(1.48)
cur(342), end(1722), percent[19.86%], dist(1.48)
cur(343), end(1722), percent[19.92%], dist(1.48)
cur(344), end(1722), percent[19.98%], dist(1.48)
cur(345), end(1722), percent[20.03%], dist(1.48)
cur(346), end(1722), percent[20.09%], dist(1.47)
cur(347), end(1722), percent[20.15%], dist(1.47)
cur(348), end(1722), percent[20.21%], dist(1.47)
cur(349), end(1722), percent[20.27%], dist(1.47)
cur(350), end(1722), percent[20.33%], dist(1.47)
cur(351), end(1722), percent[20.38%], dist(1.47)
cur(352), end(1722), percent[20.44%], dist(1.47)
cur(353), end(1722), percent[20.5%], dist(1.47)
cur(354), end(1722), percent[20.56%], dist(1.47)
cur(355), end(1722), percent[20.62%], dist(1.47)
cur(356), end(1722), percent[20.67%], dist(1.47)
cur(357), end(1722), percent[20.73%], dist(1.47)
cur(358), end(1722), percent[20.79%], dist(1.47)
cur(359), end(1722), percent[20.85%], dist(1.47)
cur(360), end(1722), percent[20.91%], dist(1.47)
cur(361), end(1722), percent[20.96%], dist(1.47)
cur(362), end(1722), percent[21.02%], dist(1.47)
cur(363), end(1722), percent[21.08%], dist(1.47)
cur(364), end(1722), percent[21.14%], dist(1.47)
cur(365), end(1722), percent[21.2%], dist(1.47)
cur(366), end(1722), percent[21.25%], dist(1.47)
cur(367), end(1722), percent[21.31%], dist(1.47)
cur(368), end(1722), percent[21.37%], dist(1.47)
cur(369), end(1722), percent[21.43%], dist(1.47)
cur(370), end(1722), percent[21.49%], dist(1.47)
cur(371), end(1722), percent[21.54%], dist(1.47)
cur(372), end(1722), percent[21.6%], dist(1.47)
cur(373), end(1722), percent[21.66%], dist(1.47)
cur(374), end(1722), percent[21.72%], dist(1.47)
cur(375), end(1722), percent[21.78%], dist(1.47)
cur(376), end(1722), percent[21.84%], dist(1.47)
cur(377), end(1722), percent[21.89%], dist(1.47)
cur(378), end(1722), percent[21.95%], dist(1.47)
cur(379), end(1722), percent[22.01%], dist(1.46)
cur(380), end(1722), percent[22.07%], dist(1.46)
cur(381), end(1722), percent[22.13%], dist(1.46)
cur(382), end(1722), percent[22.18%], dist(1.46)
cur(383), end(1722), percent[22.24%], dist(1.46)
cur(384), end(1722), percent[22.3%], dist(1.46)
cur(385), end(1722), percent[22.36%], dist(1.46)
cur(386), end(1722), percent[22.42%], dist(1.46)
cur(387), end(1722), percent[22.47%], dist(1.46)
cur(388), end(1722), percent[22.53%], dist(1.46)
cur(389), end(1722), percent[22.59%], dist(1.46)
cur(390), end(1722), percent[22.65%], dist(1.46)
cur(391), end(1722), percent[22.71%], dist(1.46)
cur(392), end(1722), percent[22.76%], dist(1.46)
cur(393), end(1722), percent[22.82%], dist(1.46)
cur(394), end(1722), percent[22.88%], dist(1.46)
cur(395), end(1722), percent[22.94%], dist(1.46)
cur(396), end(1722), percent[23.0%], dist(1.46)
cur(397), end(1722), percent[23.05%], dist(1.46)
cur(398), end(1722), percent[23.11%], dist(1.46)
cur(399), end(1722), percent[23.17%], dist(1.46)
cur(400), end(1722), percent[23.23%], dist(1.46)
cur(401), end(1722), percent[23.29%], dist(1.46)
cur(402), end(1722), percent[23.34%], dist(1.46)
cur(403), end(1722), percent[23.4%], dist(1.46)
cur(404), end(1722), percent[23.46%], dist(1.46)
cur(405), end(1722), percent[23.52%], dist(1.46)
cur(406), end(1722), percent[23.58%], dist(1.46)
cur(407), end(1722), percent[23.64%], dist(1.46)
cur(408), end(1722), percent[23.69%], dist(1.46)
cur(409), end(1722), percent[23.75%], dist(1.46)
cur(410), end(1722), percent[23.81%], dist(1.46)
cur(411), end(1722), percent[23.87%], dist(1.46)
cur(412), end(1722), percent[23.93%], dist(1.46)
cur(413), end(1722), percent[23.98%], dist(1.46)
cur(414), end(1722), percent[24.04%], dist(1.46)
cur(415), end(1722), percent[24.1%], dist(1.45)
cur(416), end(1722), percent[24.16%], dist(1.45)
cur(417), end(1722), percent[24.22%], dist(1.45)
cur(418), end(1722), percent[24.27%], dist(1.45)
cur(419), end(1722), percent[24.33%], dist(1.45)
cur(420), end(1722), percent[24.39%], dist(1.45)
cur(421), end(1722), percent[24.45%], dist(1.45)
cur(422), end(1722), percent[24.51%], dist(1.45)
cur(423), end(1722), percent[24.56%], dist(1.45)
cur(424), end(1722), percent[24.62%], dist(1.45)
cur(425), end(1722), percent[24.68%], dist(1.45)
cur(426), end(1722), percent[24.74%], dist(1.45)
cur(427), end(1722), percent[24.8%], dist(1.45)
cur(428), end(1722), percent[24.85%], dist(1.45)
cur(429), end(1722), percent[24.91%], dist(1.45)
cur(430), end(1722), percent[24.97%], dist(1.45)
cur(431), end(1722), percent[25.03%], dist(1.45)
cur(432), end(1722), percent[25.09%], dist(1.45)
cur(433), end(1722), percent[25.15%], dist(1.45)
cur(434), end(1722), percent[25.2%], dist(1.45)
cur(435), end(1722), percent[25.26%], dist(1.45)
cur(436), end(1722), percent[25.32%], dist(1.45)
cur(437), end(1722), percent[25.38%], dist(1.45)
cur(438), end(1722), percent[25.44%], dist(1.45)
cur(439), end(1722), percent[25.49%], dist(1.45)
cur(440), end(1722), percent[25.55%], dist(1.45)
cur(441), end(1722), percent[25.61%], dist(1.45)
cur(442), end(1722), percent[25.67%], dist(1.45)
cur(443), end(1722), percent[25.73%], dist(1.45)
cur(444), end(1722), percent[25.78%], dist(1.45)
cur(445), end(1722), percent[25.84%], dist(1.45)
cur(446), end(1722), percent[25.9%], dist(1.45)
cur(447), end(1722), percent[25.96%], dist(1.45)
cur(448), end(1722), percent[26.02%], dist(1.45)
cur(449), end(1722), percent[26.07%], dist(1.45)
cur(450), end(1722), percent[26.13%], dist(1.45)
cur(451), end(1722), percent[26.19%], dist(1.45)
cur(452), end(1722), percent[26.25%], dist(1.45)
cur(453), end(1722), percent[26.31%], dist(1.45)
cur(454), end(1722), percent[26.36%], dist(1.45)
cur(455), end(1722), percent[26.42%], dist(1.45)
cur(456), end(1722), percent[26.48%], dist(1.45)
cur(457), end(1722), percent[26.54%], dist(1.45)
cur(458), end(1722), percent[26.6%], dist(1.45)
cur(459), end(1722), percent[26.66%], dist(1.44)
cur(460), end(1722), percent[26.71%], dist(1.44)
cur(461), end(1722), percent[26.77%], dist(1.44)
cur(462), end(1722), percent[26.83%], dist(1.45)
cur(463), end(1722), percent[26.89%], dist(1.44)
cur(464), end(1722), percent[26.95%], dist(1.44)
cur(465), end(1722), percent[27.0%], dist(1.44)
cur(466), end(1722), percent[27.06%], dist(1.44)
cur(467), end(1722), percent[27.12%], dist(1.44)
cur(468), end(1722), percent[27.18%], dist(1.44)
cur(469), end(1722), percent[27.24%], dist(1.44)
cur(470), end(1722), percent[27.29%], dist(1.44)
cur(471), end(1722), percent[27.35%], dist(1.44)
cur(472), end(1722), percent[27.41%], dist(1.44)
cur(473), end(1722), percent[27.47%], dist(1.44)
cur(474), end(1722), percent[27.53%], dist(1.44)
cur(475), end(1722), percent[27.58%], dist(1.44)
cur(476), end(1722), percent[27.64%], dist(1.44)
cur(477), end(1722), percent[27.7%], dist(1.44)
cur(478), end(1722), percent[27.76%], dist(1.44)
cur(479), end(1722), percent[27.82%], dist(1.44)
cur(480), end(1722), percent[27.87%], dist(1.44)
cur(481), end(1722), percent[27.93%], dist(1.44)
cur(482), end(1722), percent[27.99%], dist(1.44)
cur(483), end(1722), percent[28.05%], dist(1.44)
cur(484), end(1722), percent[28.11%], dist(1.44)
cur(485), end(1722), percent[28.16%], dist(1.44)
cur(486), end(1722), percent[28.22%], dist(1.44)
cur(487), end(1722), percent[28.28%], dist(1.44)
cur(488), end(1722), percent[28.34%], dist(1.44)
cur(489), end(1722), percent[28.4%], dist(1.44)
cur(490), end(1722), percent[28.46%], dist(1.44)
cur(491), end(1722), percent[28.51%], dist(1.44)
cur(492), end(1722), percent[28.57%], dist(1.44)
cur(493), end(1722), percent[28.63%], dist(1.44)
cur(494), end(1722), percent[28.69%], dist(1.44)
cur(495), end(1722), percent[28.75%], dist(1.44)
cur(496), end(1722), percent[28.8%], dist(1.44)
cur(497), end(1722), percent[28.86%], dist(1.44)
cur(498), end(1722), percent[28.92%], dist(1.44)
cur(499), end(1722), percent[28.98%], dist(1.44)
cur(500), end(1722), percent[29.04%], dist(1.44)
cur(501), end(1722), percent[29.09%], dist(1.44)
cur(502), end(1722), percent[29.15%], dist(1.44)
cur(503), end(1722), percent[29.21%], dist(1.44)
cur(504), end(1722), percent[29.27%], dist(1.44)
cur(505), end(1722), percent[29.33%], dist(1.44)
cur(506), end(1722), percent[29.38%], dist(1.44)
cur(507), end(1722), percent[29.44%], dist(1.44)
cur(508), end(1722), percent[29.5%], dist(1.44)
cur(509), end(1722), percent[29.56%], dist(1.44)
cur(510), end(1722), percent[29.62%], dist(1.44)
cur(511), end(1722), percent[29.67%], dist(1.44)
cur(512), end(1722), percent[29.73%], dist(1.44)
cur(513), end(1722), percent[29.79%], dist(1.44)
cur(514), end(1722), percent[29.85%], dist(1.44)
cur(515), end(1722), percent[29.91%], dist(1.44)
cur(516), end(1722), percent[29.97%], dist(1.44)
cur(517), end(1722), percent[30.02%], dist(1.44)
cur(518), end(1722), percent[30.08%], dist(1.44)
cur(519), end(1722), percent[30.14%], dist(1.44)
cur(520), end(1722), percent[30.2%], dist(1.44)
cur(521), end(1722), percent[30.26%], dist(1.44)
cur(522), end(1722), percent[30.31%], dist(1.44)
cur(523), end(1722), percent[30.37%], dist(1.44)
cur(524), end(1722), percent[30.43%], dist(1.44)
cur(525), end(1722), percent[30.49%], dist(1.43)
cur(526), end(1722), percent[30.55%], dist(1.43)
cur(527), end(1722), percent[30.6%], dist(1.43)
cur(528), end(1722), percent[30.66%], dist(1.43)
cur(529), end(1722), percent[30.72%], dist(1.43)
cur(530), end(1722), percent[30.78%], dist(1.43)
cur(531), end(1722), percent[30.84%], dist(1.43)
cur(532), end(1722), percent[30.89%], dist(1.43)
cur(533), end(1722), percent[30.95%], dist(1.43)
